Raw EEG,Attention,Meditation,Alpha,Delta,Theta,Low Beta,High Beta,Gamma
-1.018206278,,,,,,,,
-15.24543762,,,,,,,,
20.3037262,,,,,,,,
-37.38943736,,,,,,,,
5.405743917,,,,,,,,
8.539199829,,,,,,,,
-37.1500651,,,,,,,,
16.49920146,,,,,,,,
-11.85417175,,,,,,,,
-15.6065623,,,,,,,,
21.71738942,,,,,,,,
-36.23072306,,,,,,,,
-1.121203105,,,,,,,,
10.91575623,,,,,,,,
-27.39365896,,,,,,,,
28.10796102,,,,,,,,
1.671791077,,,,,,,,
-1.797358195,,,,,,,,
21.1280187,,,,,,,,
-27.68039703,,,,,,,,
12.82596588,,,,,,,,
33.89485677,,,,,,,,
-4.894256592,,,,,,,,
38.9995575,,,,,,,,
0.348091125,,,,,,,,
-15.87804159,,,,,,,,
29.20277913,,,,,,,,
-18.81853739,,,,,,,,
0.839869181,,,,,,,,
22.65866597,,,,,,,,
-16.86223348,,,,,,,,
29.16145325,,,,,,,,
-2.915064494,,,,,,,,
-26.67490641,,,,,,,,
17.03039805,,,,,,,,
-35.18899282,,,,,,,,
-15.02577464,,,,,,,,
14.42400614,,,,,,,,
-21.07111613,,,,,,,,
36.57341003,,,,,,,,
13.32791646,,,,,,,,
-3.931999207,,,,,,,,
45.4009374,,,,,,,,
-10.92306773,,,,,,,,
16.6460673,,,,,,,,
23.21561178,,,,,,,,
-36.71805064,,,,,,,,
22.54327138,,,,,,,,
3.804206848,,,,,,,,
-18.38938395,,,,,,,,
36.09689077,,,,,,,,
-19.71562703,,,,,,,,
3.413836161,,,,,,,,
29.85064189,,,,,,,,
-21.09050751,,,,,,,,
23.35103353,,,,,,,,
13.68268331,,,,,,,,
-2.887090047,,,,,,,,
43.43827566,,,,,,,,
-0.552495321,,,,,,,,
16.45088196,,,,,,,,
54.95071411,,,,,,,,
15.07472992,,,,,,,,
52.16884613,,,,,,,,
22.40244548,,,,,,,,
2.500534058,,,,,,,,
52.93146769,,,,,,,,
3.100713094,,,,,,,,
18.62621307,,,,,,,,
49.67530568,,,,,,,,
4.064559937,,,,,,,,
46.05642955,,,,,,,,
28.86740367,,,,,,,,
9.943644206,,,,,,,,
51.98574066,,,,,,,,
9.298006694,,,,,,,,
21.24055227,,,,,,,,
59.37099457,,,,,,,,
-0.009536743,,,,,,,,
46.24557495,,,,,,,,
29.82393901,,,,,,,,
-0.182151794,,,,,,,,
58.28793844,,,,,,,,
12.62791951,,,,,,,,
23.54367574,,,,,,,,
52.28487651,,,,,,,,
18.24728648,,,,,,,,
44.66406504,,,,,,,,
27.72553762,,,,,,,,
1.087506612,,,,,,,,
47.34611511,,,,,,,,
5.425453186,,,,,,,,
0.337600708,,,,,,,,
39.53329722,,,,,,,,
-21.23037974,,,,,,,,
24.6664683,,,,,,,,
20.6155777,,,,,,,,
-8.001009623,,,,,,,,
43.15344493,,,,,,,,
2.604484558,,,,,,,,
-2.34858195,,,,,,,,
35.35493215,,,,,,,,
-17.91127523,,,,,,,,
16.48616791,,,,,,,,
9.631156921,,,,,,,,
-31.08819326,,,,,,,,
20.12952169,,,,,,,,
-19.20986176,,,,,,,,
-24.48209127,,,,,,,,
12.2944514,,,,,,,,
-33.17928314,,,,,,,,
8.115768433,,,,,,,,
9.864171346,,,,,,,,
-29.70631917,,,,,,,,
31.11871084,,,,,,,,
-12.82723745,,,,,,,,
-20.49763997,,,,,,,,
27.63748169,,,,,,,,
-31.79168701,,,,,,,,
-4.715601603,,,,,,,,
1.005490621,,,,,,,,
-32.70435333,,,,,,,,
14.70820109,,,,,,,,
-10.1925532,,,,,,,,
-20.41180929,,,,,,,,
23.09672038,,,,,,,,
-28.69796753,,,,,,,,
-6.266911825,,,,,,,,
11.10553741,,,,,,,,
-33.5114797,,,,,,,,
20.08342743,,,,,,,,
-11.70476278,,,,,,,,
-30.31317393,,,,,,,,
15.20856222,,,,,,,,
-35.48558553,,,,,,,,
-1.054763794,,,,,,,,
19.63678996,,,,,,,,
-29.13888295,,,,,,,,
15.44698079,,,,,,,,
-25.51396688,,,,,,,,
-46.36828105,,,,,,,,
10.43574015,,,,,,,,
-32.95612335,,,,,,,,
-0.637054443,,,,,,,,
-3.52191925,,,,,,,,
-45.75220744,,,,,,,,
4.497845968,,,,,,,,
-37.47018178,,,,,,,,
-52.84913381,,,,,,,,
-4.353841146,,,,,,,,
-17.86295573,,,,,,,,
8.716901143,,,,,,,,
23.60248566,,,,,,,,
-16.44388835,,,,,,,,
31.16416931,,,,,,,,
5.481084188,,,,,,,,
-15.74961344,,,,,,,,
27.83679962,,,,,,,,
-27.70900726,,,,,,,,
-7.101376851,,,,,,,,
11.54613495,,,,,,,,
-44.82777913,,,,,,,,
10.64650218,,,,,,,,
-11.88119253,,,,,,,,
-30.37802378,,,,,,,,
25.73776245,,,,,,,,
-29.23552195,,,,,,,,
-15.50547282,,,,,,,,
5.556424459,,,,,,,,
-44.39576467,,,,,,,,
-0.841458639,,,,,,,,
-32.82356262,,,,,,,,
-42.85430908,,,,,,,,
6.585756938,,,,,,,,
-28.92589569,,,,,,,,
-10.26948293,,,,,,,,
4.936536153,,,,,,,,
-41.12625122,,,,,,,,
7.197380066,,,,,,,,
-20.32375336,,,,,,,,
-41.47370656,,,,,,,,
11.86434428,,,,,,,,
-41.64854685,,,,,,,,
-34.64921316,,,,,,,,
-7.148424784,,,,,,,,
-58.39792887,,,,,,,,
-14.97681936,,,,,,,,
-22.32519786,,,,,,,,
-45.86156209,,,,,,,,
6.146430969,,,,,,,,
-42.58060455,,,,,,,,
-29.65927124,,,,,,,,
4.733403524,,,,,,,,
-45.54843903,,,,,,,,
2.676645915,,,,,,,,
-5.025545756,,,,,,,,
-37.47113546,,,,,,,,
23.66479238,,,,,,,,
-10.73169708,,,,,,,,
-11.56806946,,,,,,,,
28.35337321,,,,,,,,
-23.52714539,,,,,,,,
37.80174255,,,,,,,,
57.12032318,,,,,,,,
48.03371429,,,,,,,,
140.508016,,,,,,,,
131.9243113,,,,,,,,
160.5119705,,,,,,,,
228.0670802,,,,,,,,
189.6985372,,,,,,,,
231.809934,,,,,,,,
226.6311646,,,,,,,,
193.4499741,,,,,,,,
231.0037613,,,,,,,,
178.0595779,,,,,,,,
165.0606791,,,,,,,,
188.5690689,,,,,,,,
120.1292674,,,,,,,,
129.289945,,,,,,,,
109.8162333,,,,,,,,
48.6240387,,,,,,,,
79.66709137,,,,,,,,
27.70074209,,,,,,,,
8.161862691,,,,,,,,
31.75640106,,,,,,,,
-40.89514414,,,,,,,,
-22.34427134,,,,,,,,
-52.11893717,,,,,,,,
-92.39069621,,,,,,,,
-49.60727692,,,,,,,,
-104.9273809,,,,,,,,
-113.7647629,,,,,,,,
-72.61816661,,,,,,,,
-132.3003769,,,,,,,,
-86.29544576,,,,,,,,
-75.64226786,,,,,,,,
-127.114296,,,,,,,,
-73.78737132,,,,,,,,
-112.8101349,,,,,,,,
-118.8611984,,,,,,,,
-78.04775238,,,,,,,,
-133.0966949,,,,,,,,
-100.9349823,,,,,,,,
-91.35246277,,,,,,,,
-131.4614614,,,,,,,,
-69.27172343,,,,,,,,
-94.71766154,,,,,,,,
-97.52750397,,,,,,,,
-47.54066467,,,,,,,,
-98.02977244,,,,,,,,
-73.90022278,,,,,,,,
-60.86762746,,,,,,,,
-112.3743057,,,,,,,,
-46.20138804,,,,,,,,
-81.5893809,,,,,,,,
-78.38916779,,,,,,,,
-24.46333567,,,,,,,,
-87.94180552,,,,,,,,
-69.49043274,,,,,,,,
-57.11364746,,,,,,,,
-113.1973267,,,,,,,,
-62.0692571,,,,,,,,
-72.29455312,,,,,,,,
-77.54548391,,,,,,,,
-29.67866262,,,,,,,,
-66.3690567,,,,,,,,
-38.60251109,,,,,,,,
-9.626070658,,,,,,,,
-66.14907583,,,,,,,,
-6.684939067,,,,,,,,
-30.09446462,,,,,,,,
-45.69244385,,,,,,,,
8.66762797,,,,,,,,
-33.83636475,,,,,,,,
-17.64837901,,,,,,,,
10.91575623,,,,,,,,
-32.90017446,,,,,,,,
26.47240957,,,,,,,,
-7.122993469,,,,,,,,
-16.58789317,,,,,,,,
29.1074117,,,,,,,,
-35.88294983,,,,,,,,
-11.75181071,,,,,,,,
13.99326324,,,,,,,,
-26.3077418,,,,,,,,
25.07464091,,,,,,,,
-13.45984141,,,,,,,,
-25.82041423,,,,,,,,
36.09530131,,,,,,,,
-24.67282613,,,,,,,,
-2.742449443,,,,,,,,
15.528361,,,,,,,,
-49.79674021,,,,,,,,
11.86052958,,,,,,,,
-1.780509949,,,,,,,,
-33.38940938,,,,,,,,
17.78062185,,,,,,,,
-38.56627146,,,,,,,,
-20.5189387,,,,,,,,
10.34418742,,,,,,,,
-44.95493571,,,,,,,,
11.80235545,,,,,,,,
4.336039225,,,,,,,,
-35.76946259,,,,,,,,
15.32363892,,,,,,,,
-44.00348663,,,,,,,,
-18.63034566,,,,,,,,
10.92974345,,,,,,,,
-34.0124766,,,,,,,,
9.957631429,,,,,,,,
1.177151998,,,,,,,,
-27.43053436,,,,,,,,
30.51884969,,,,,,,,
-13.17977905,,,,,,,,
-7.789293925,,,,,,,,
27.06972758,,,,,,,,
-29.99846141,,,,,,,,
14.91673787,,,,,,,,
14.50411479,,,,,,,,
-18.73079936,,,,,,,,
45.54780324,,,,,,,,
5.232810974,,,,,,,,
-1.514434814,,,,,,,,
34.6031189,,,,,,,,
-16.96872711,,,,,,,,
29.47616577,,,,,,,,
19.87234751,,,,,,,,
-11.42342885,,,,,,,,
46.97831472,,,,,,,,
6.283124288,,,,,,,,
8.26772054,,,,,,,,
43.72342428,,,,,,,,
-18.19101969,,,,,,,,
17.71799723,,,,,,,,
23.6269633,,,,,,,,
-15.26355743,,,,,,,,
38.31513723,,,,,,,,
7.113138835,,,,,,,,
7.646242778,,,,,,,,
49.64478811,,,,,,,,
-5.156517029,,,,,,,,
32.17887878,,,,,,,,
37.47558594,,,,,,,,
-2.374966939,,,,,,,,
43.47101847,,,,,,,,
3.46883138,,,,,,,,
-0.952720642,,,,,,,,
41.66634878,,,,,,,,
-13.7163798,,,,,,,,
20.82475026,,,,,,,,
27.48711904,,,,,,,,
-10.38360596,,,,,,,,
45.90320587,,,,,,,,
11.06548309,,,,,,,,
9.806315104,,,,,,,,
53.59522502,,,,,,,,
-1.449267069,,,,,,,,
25.49584707,,,,,,,,
39.73642985,,,,,,,,
-8.966128031,,,,,,,,
37.3134613,,,,,,,,
10.92147827,,,,,,,,
10.84677378,,,,,,,,
59.61290995,,,,,,,,
9.17339325,,,,,,,,
38.0115509,,,,,,,,
46.69729869,,,,,,,,
-6.389935811,,,,,,,,
52.10494995,,,,,,,,
19.7690328,,,,,,,,
5.633354187,,,,,,,,
49.44356283,,,,,,,,
-20.12507121,,,,,,,,
-0.08614858,,,,,,,,
27.16096242,,,,,,,,
-12.95820872,,,,,,,,
49.26776886,,,,,,,,
28.46240997,,,,,,,,
10.16521454,,,,,,,,
56.99253082,,,,,,,,
-9.743054708,,,,,,,,
15.40883382,,,,,,,,
38.57326508,,,,,,,,
-25.32513936,,,,,,,,
18.75019073,,,,,,,,
-18.87512207,,,,,,,,
-12.8180186,,,,,,,,
41.39200846,,,,,,,,
-6.358146667,,,,,,,,
18.46663157,,,,,,,,
40.56294759,,,,,,,,
-20.34409841,,,,,,,,
35.06978353,,,,,,,,
10.10799408,,,,,,,,
-10.27361552,,,,,,,,
43.20557912,,,,,,,,
-11.70508067,,,,,,,,
3.739992778,,,,,,,,
23.4486262,,,,,,,,
-22.62878418,,,,,,,,
36.79243724,,,,,,,,
14.93136088,,,,,,,,
-24.28722382,,,,,,,,
20.00617981,,,,,,,,
-23.70134989,,,,,,,,
1.603126526,,,,,,,,
18.16304525,,,,,,,,
-39.21826681,,,,,,,,
10.47738393,,,,,,,,
-0.415484111,,,,,,,,
-17.24211375,,,,,,,,
28.5542806,,,,,,,,
-21.11530304,,,,,,,,
-7.721265157,,,,,,,,
29.23647563,,,,,,,,
-22.44281769,,,,,,,,
28.94878387,,,,,,,,
19.83833313,,,,,,,,
-12.02106476,,,,,,,,
44.67964172,,,,,,,,
6.08698527,,,,,,,,
18.55150859,,,,,,,,
51.37983958,,,,,,,,
-6.423632304,,,,,,,,
33.40435028,,,,,,,,
15.38085938,,,,,,,,
-15.00511169,,,,,,,,
41.4574941,,,,,,,,
2.892494202,,,,,,,,
8.96135966,,,,,,,,
43.23196411,,,,,,,,
-13.6756897,,,,,,,,
18.62430573,,,,,,,,
5.742073059,,,,,,,,
-28.91031901,,,,,,,,
35.8470281,,,,,,,,
-18.06894938,,,,,,,,
-13.86960347,,,,,,,,
21.84486389,,,,,,,,
-32.87823995,,,,,,,,
3.373463949,,,,,,,,
14.16301727,,,,,,,,
-17.07808177,,,,,,,,
42.88959503,,,,,,,,
-1.654307048,,,,,,,,
2.085049947,,,,,,,,
26.20347341,,,,,,,,
-18.88593038,,,,,,,,
20.20136515,,,,,,,,
22.62592316,,,,,,,,
-26.21332804,,,,,,,,
32.78064728,,,,,,,,
-9.146690369,,,,,,,,
-8.102099101,,,,,,,,
36.86777751,,,,,,,,
-22.19613393,,,,,,,,
27.10405986,,,,,,,,
20.53133647,,,,,,,,
-26.42822266,,,,,,,,
25.67609151,,,,,,,,
-23.09926351,,,,,,,,
-33.42278798,,,,,,,,
15.34748077,,,,,,,,
-37.35319773,,,,,,,,
2.327283223,,,,,,,,
3.939946493,,,,,,,,
-40.31276703,,,,,,,,
16.01028442,,,,,,,,
-19.38120524,,,,,,,,
-28.01640828,,,,,,,,
22.13509878,,,,,,,,
-28.73897552,,,,,,,,
-6.197293599,,,,,,,,
-0.737826029,,,,,,,,
-38.90323639,,,,,,,,
21.25867208,,,,,,,,
-13.35430145,,,,,,,,
-24.97037252,,,,,,,,
23.23182424,,,,,,,,
-25.76605479,,,,,,,,
-2.097765605,,,,,,,,
10.86966197,,,,,,,,
-46.10824585,,,,,,,,
9.171485901,,,,,,,,
-29.04669444,,,,,,,,
-19.26167806,,,,,,,,
38.50110372,,,,,,,,
-9.576479594,,,,,,,,
23.27505747,,,,,,,,
32.26057688,,,,,,,,
-15.86691538,,,,,,,,
32.04027812,,,,,,,,
2.788543701,,,,,,,,
-8.713404338,,,,,,,,
41.30935669,,,,,,,,
-14.78894552,,,,,,,,
25.45928955,,,,,,,,
19.49246724,,,,,,,,
-26.44952138,,,,,,,,
31.04877472,,,,,,,,
2.558708191,,,,,,,,
-15.57540894,,,,,,,,
39.34192657,,,,,,,,
-9.188652039,,,,,,,,
21.94817861,,,,,,,,
21.83532715,,,,,,,,
-30.02548218,,,,,,,,
25.51619212,,,,,,,,
1.169840495,,,,,,,,
-16.09420776,,,,,,,,
29.61095174,,,,,,,,
-26.85515086,,,,,,,,
-6.641387939,,,,,,,,
16.39556885,,,,,,,,
-41.35322571,,,,,,,,
16.59456889,,,,,,,,
-6.203015645,,,,,,,,
-28.74851227,,,,,,,,
28.49706014,,,,,,,,
-23.85393778,,,,,,,,
-8.553504944,,,,,,,,
14.0059789,,,,,,,,
-28.52185567,,,,,,,,
41.00735982,,,,,,,,
33.41611226,,,,,,,,
7.044792175,,,,,,,,
51.71489716,,,,,,,,
-4.894892375,,,,,,,,
10.7011795,,,,,,,,
35.01097361,,,,,,,,
-18.56613159,,,,,,,,
30.85867564,,,,,,,,
13.69317373,,,,,,,,
-21.35690053,,,,,,,,
21.40235901,,,,,,,,
-26.7461141,,,,,,,,
-4.216512044,,,,,,,,
26.75787608,,,,,,,,
-37.59129842,,,,,,,,
4.627227783,,,,,,,,
-11.20789846,,,,,,,,
-39.00496165,,,,,,,,
16.30020142,,,,,,,,
-29.60109711,,,,,,,,
-21.28632863,,,,,,,,
15.04675547,,,,,,,,
-43.01102956,,,,,,,,
4.0696462,,,,,,,,
-0.370343526,,,,,,,,
-29.41004435,,,,,,,,
25.47677358,,,,,,,,
-20.48428853,,,,,,,,
-21.09591166,,,,,,,,
20.70681254,,,,,,,,
-36.277771,,,,,,,,
11.02129618,,,,,,,,
-2.539634705,,,,,,,,
-32.10862478,,,,,,,,
19.02898153,,,,,,,,
-20.38606008,,,,,,,,
-17.93479919,,,,,,,,
13.74181112,,,,,,,,
-36.59248352,,,,,,,,
-1.907984416,,,,,,,,
-0.326792399,,,,,,,,
-31.47824605,,,,,,,,
23.15235138,,,,,,,,
-20.70236206,,,,,,,,
-15.20379384,,,,,,,,
21.83914185,,,,,,,,
-36.5746816,,,,,,,,
7.717132568,,,,,,,,
14.98667399,,,,,,,,
-29.76322174,,,,,,,,
29.34678396,,,,,,,,
-16.0446167,,,,,,,,
-25.59312185,,,,,,,,
21.47610982,,,,,,,,
-31.92361196,,,,,,,,
4.055976868,,,,,,,,
16.34279887,,,,,,,,
-29.75749969,,,,,,,,
31.05672201,,,,,,,,
-1.678784688,,,,,,,,
-8.651097616,,,,,,,,
34.58340963,,,,,,,,
-19.94991302,,,,,,,,
19.65427399,,,,,,,,
29.30641174,,,,,,,,
-11.13065084,,,,,,,,
45.13072968,,,,,,,,
12.13614146,,,,,,,,
-1.693407694,,,,,,,,
34.50298309,,,,,,,,
-28.89887492,,,,,,,,
-12.59422302,,,,,,,,
14.0431722,,,,,,,,
-16.70583089,,,,,,,,
56.06365204,,,,,,,,
32.79908498,,,,,,,,
23.92896016,,,,,,,,
68.55201721,,,,,,,,
4.224141439,,,,,,,,
20.67947388,,,,,,,,
38.62412771,,,,,,,,
-13.48082225,,,,,,,,
32.90526072,,,,,,,,
-1.72106425,,,,,,,,
-6.943384806,,,,,,,,
38.97444407,,,,,,,,
-16.31673177,,,,,,,,
16.41305288,,,,,,,,
25.53208669,,,,,,,,
-31.28178914,,,,,,,,
23.11293284,,,,,,,,
-6.208737691,,,,,,,,
-26.07917786,,,,,,,,
29.88529205,,,,,,,,
-21.62615458,,,,,,,,
-4.042307536,,,,,,,,
16.88480377,,,,,,,,
-27.93916066,,,,,,,,
27.44738261,,,,,,,,
-7.270812988,,,,,,,,
-20.82093557,,,,,,,,
32.87124634,,,,,,,,
-5.238850911,,,,,,,,
9.862581889,,,,,,,,
26.97086334,,,,,,,,
-27.75764465,,,,,,,,
12.64286041,,,,,,,,
2.645174662,,,,,,,,
-20.94872793,,,,,,,,
34.28554535,,,,,,,,
-20.24714152,,,,,,,,
-0.495910645,,,,,,,,
28.62389882,,,,,,,,
-27.53512065,,,,,,,,
26.84752146,,,,,,,,
1.876513163,,,,,,,,
-11.34204865,,,,,,,,
34.04076894,,,,,,,,
-17.70718892,,,,,,,,
-2.300580343,,,,,,,,
28.15500895,,,,,,,,
-32.23991394,,,,,,,,
13.67823283,,,,,,,,
10.81975301,,,,,,,,
-12.98586528,,,,,,,,
51.23170217,,,,,,,,
8.250872294,,,,,,,,
18.42053731,,,,,,,,
49.10151164,,,,,,,,
-11.23650869,,,,,,,,
27.11168925,,,,,,,,
20.82411448,,,,,,,,
-16.55960083,,,,,,,,
35.57650248,,,,,,,,
11.25240326,,,,,,,,
-0.465075175,,,,,,,,
27.06082662,,,,,,,,
-7.144610087,,,,,,,,
6.117184957,,,,,,,,
6.125768026,,,,,,,,
-8.395195007,,,,,,,,
15.36941528,,,,,,,,
2.088546753,,,,,,,,
-0.275929769,,,,,,,,
21.54922485,,,,,,,,
6.425539653,,,,,,,,
14.6373113,,,,,,,,
16.12917582,,,,,,,,
-5.121548971,,,,,,,,
14.26506042,,,,,,,,
10.00372569,,,,,,,,
5.912144979,,,,,,,,
21.23864492,,,,,,,,
-1.377423604,,,,,,,,
6.194750468,,,,,,,,
10.34164429,,,,,,,,
-5.531628927,,,,,,,,
19.60627238,,,,,,,,
8.672078451,,,,,,,,
-0.569343567,,,,,,,,
14.78767395,,,,,,,,
-10.29205322,,,,,,,,
-2.820332845,,,,,,,,
9.426434835,,,,,,,,
-9.959538778,,,,,,,,
7.875124613,,,,,,,,
13.27768962,,,,,,,,
13.68014018,,,,,,,,
7.054328918,,,,,,,,
11.07978821,,,,,,,,
4.549662272,,,,,,,,
8.958180745,,,,,,,,
4.841168722,,,,,,,,
5.82408905,,,,,,,,
-0.576337179,,,,,,,,
-11.03274028,,,,,,,,
-7.081667582,,,,,,,,
-8.873939514,,,,,,,,
-12.95948029,,,,,,,,
-9.084065755,,,,,,,,
-13.6419932,,,,,,,,
12.17110952,,,,,,,,
-4.420916239,,,,,,,,
-25.31814575,,,,,,,,
-16.06400808,,,,,,,,
-2.8368632,,,,,,,,
3.826459249,,,,,,,,
7.20055898,,,,,,,,
0.57665507,,,,,,,,
3.668467204,,,,,,,,
1.187006632,,,,,,,,
-2.469380697,,,,,,,,
3.034591675,,,,,,,,
-2.049446106,,,,,,,,
-19.71594493,,,,,,,,
-22.19136556,,,,,,,,
-22.69299825,,,,,,,,
-20.95953623,,,,,,,,
-19.23720042,,,,,,,,
-18.5508728,,,,,,,,
-17.34956106,,,,,,,,
-10.8645757,,,,,,,,
-6.855010986,,,,,,,,
-12.50362396,,,,,,,,
-16.10151927,,,,,,,,
-21.94023132,,,,,,,,
-12.49027252,,,,,,,,
-9.214719137,,,,,,,,
-8.894284566,,,,,,,,
-9.433746338,,,,,,,,
-16.72935486,,,,,,,,
-9.211540222,,,,,,,,
-13.34921519,,,,,,,,
-11.31661733,,,,,,,,
-9.026845296,,,,,,,,
-2.820014954,,,,,,,,
-1.312255859,,,,,,,,
-9.852727254,,,,,,,,
-7.261912028,,,,,,,,
-1.643498739,,,,,,,,
5.970319112,,,,,,,,
-18.11091105,,,,,,,,
-13.72782389,,,,,,,,
-12.32179006,,,,,,,,
-2.186457316,,,,,,,,
-3.06447347,,,,,,,,
-0.112851461,,,,,,,,
7.515907288,,,,,,,,
4.249572754,,,,,,,,
0.186602275,,,,,,,,
0.589052836,,,,,,,,
2.675374349,,,,,,,,
5.386988322,,,,,,,,
8.97026062,,,,,,,,
4.015286764,,,,,,,,
7.453918457,,,,,,,,
3.058433533,,,,,,,,
4.532496134,,,,,,,,
7.593472799,,,,,,,,
7.964452108,,,,,,,,
15.25243123,,,,,,,,
14.30161794,,,,,,,,
8.631706238,,,,,,,,
1.742362976,,,,,,,,
-1.777648926,,,,,,,,
6.368001302,,,,,,,,
16.03126526,,,,,,,,
5.506197611,,,,,,,,
5.454381307,,,,,,,,
3.673553467,,,,,,,,
4.011154175,,,,,,,,
7.425308228,,,,,,,,
-5.874951681,,,,,,,,
0.773747762,,,,,,,,
4.002888997,,,,,,,,
-1.982371012,,,,,,,,
-8.634249369,,,,,,,,
-1.698493958,,,,,,,,
-10.77779134,,,,,,,,
-0.836372375,,,,,,,,
0.665982564,,,,,,,,
0.174840291,,,,,,,,
-0.608762105,,,,,,,,
-4.905382792,,,,,,,,
0.395139058,,,,,,,,
-0.000317891,,,,,,,,
-8.762041728,,,,,,,,
4.630406698,,,,,,,,
-8.68733724,,,,,,,,
-3.273646037,,,,,,,,
2.049128215,,,,,,,,
-1.184781392,,,,,,,,
3.704706828,,,,,,,,
3.357251485,,,,,,,,
10.485967,,,,,,,,
10.62361399,,,,,,,,
-1.150131226,,,,,,,,
-2.003669739,,,,,,,,
-4.602750142,,,,,,,,
-6.709416707,,,,,,,,
-2.861658732,,,,,,,,
-5.268414815,,,,,,,,
-9.402910868,,,,,,,,
-1.041730245,,,,,,,,
-3.315925598,,,,,,,,
-4.733085632,,,,,,,,
-0.562032064,,,,,,,,
-2.957661947,,,,,,,,
-4.594484965,,,,,,,,
-1.23055776,,,,,,,,
1.919746399,,,,,,,,
1.440048218,,,,,,,,
-9.133338928,,,,,,,,
-13.98881276,,,,,,,,
-22.9511261,,,,,,,,
-20.84604899,,,,,,,,
-1.68132782,,,,,,,,
-8.015632629,,,,,,,,
-12.18636831,,,,,,,,
-1.284281413,,,,,,,,
3.86873881,,,,,,,,
-11.76675161,,,,,,,,
1.14663442,,,,,,,,
-9.864171346,,,,,,,,
-12.09290822,,,,,,,,
-4.095077515,,,,,,,,
-13.35461934,,,,,,,,
-6.717046102,,,,,,,,
-10.59150696,,,,,,,,
-16.71441396,,,,,,,,
-7.295290629,,,,,,,,
-9.441375732,,,,,,,,
-9.288152059,,,,,,,,
-1.853942871,,,,,,,,
-3.040949504,,,,,,,,
5.644480387,,,,,,,,
-2.242724101,,,,,,,,
-0.194867452,,,,,,,,
0.829378764,,,,,,,,
-4.254976908,,,,,,,,
-11.622111,,,,,,,,
-13.77550761,,,,,,,,
-19.74773407,,,,,,,,
-7.531483968,,,,,,,,
-3.617604574,,,,,,,,
-1.162846883,,,,,,,,
-3.635406494,,,,,,,,
-9.406089783,,,,,,,,
-13.81079356,,,,,,,,
-12.06334432,,,,,,,,
-17.55301158,,,,,,,,
-9.091377258,,,,,,,,
1.383463542,,,,,,,,
1.202583313,,,,,,,,
6.911913554,,,,,,,,
4.40565745,,,,,,,,
-4.501024882,,,,,,,,
5.361557007,,,,,,,,
-10.0329717,,,,,,,,
6.228129069,,,,,,,,
3.613789876,,,,,,,,
-7.489522298,,,,,,,,
-1.448631287,,,,,,,,
-1.264254252,,,,,,,,
-5.29162089,,,,,,,,
-1.428922017,,,,,,,,
-0.674247742,,,,,,,,
3.363609314,,,,,,,,
1.96202596,,,,,,,,
-8.343696594,,,,,,,,
1.131375631,,,,,,,,
-13.23318481,,,,,,,,
-8.029619853,,,,,,,,
-9.073575338,,,,,,,,
-15.53694407,,,,,,,,
-6.861050924,,,,,,,,
-11.7371877,,,,,,,,
-8.787155151,,,,,,,,
-6.710370382,,,,,,,,
-14.81660207,,,,,,,,
-2.701123556,,,,,,,,
-7.069269816,,,,,,,,
-3.918011983,,,,,,,,
9.778340658,,,,,,,,
4.623730977,,,,,,,,
-6.430308024,,,,,,,,
-4.053433736,,,,,,,,
-3.839810689,,,,,,,,
2.908706665,,,,,,,,
3.789265951,,,,,,,,
1.095453898,,,,,,,,
4.095395406,,,,,,,,
-0.414212545,,,,,,,,
-10.79750061,,,,,,,,
5.437215169,,,,,,,,
-5.539258321,,,,,,,,
-3.305117289,,,,,,,,
1.047452291,,,,,,,,
-16.00551605,,,,,,,,
-14.71710205,,,,,,,,
-8.863131205,,,,,,,,
-12.06684113,,,,,,,,
5.438168844,,,,,,,,
-6.507873535,,,,,,,,
-10.04759471,,,,,,,,
-5.579948425,,,,,,,,
-12.08400726,,,,,,,,
-4.782994588,,,,,,,,
2.741177877,,,,,,,,
2.753257751,,,,,,,,
9.915033976,,,,,,,,
12.42669423,,,,,,,,
13.01320394,,,,,,,,
16.49188995,,,,,,,,
9.565671285,,,,,,,,
14.0914917,,,,,,,,
14.61664836,,,,,,,,
4.653930664,,,,,,,,
11.35349274,,,,,,,,
4.084587097,,,,,,,,
12.88859049,,,,,,,,
9.434064229,,,,,,,,
3.511110942,,,,,,,,
9.597142537,,,,,,,,
2.771695455,,,,,,,,
-6.896972656,,,,,,,,
-7.81695048,,,,,,,,
-14.38681285,,,,,,,,
-8.44224294,,,,,,,,
17.96849569,,,,,,,,
18.69646708,,,,,,,,
18.94346873,,,,,,,,
21.48373922,,,,,,,,
21.30540212,,,,,,,,
17.07235972,,,,,,,,
7.995605469,,,,,,,,
-6.588617961,,,,,,,,
-4.000345866,,,,,,,,
1.414934794,,,,,,,,
-4.763921102,,,,,,,,
-2.670288086,,,,,,,,
-3.966331482,,,,,,,,
11.53564453,,,,,,,,
-2.675056458,,,,,,,,
-16.5271759,,,,,,,,
-1.809755961,,,,,,,,
-10.85249583,,,,,,,,
-11.42883301,,,,,,,,
-17.37689972,,,,,,,,
-27.16954549,,,,,,,,
-18.77435048,,,,,,,,
-20.26367188,,,,,,,,
-20.89564006,,,,,,,,
-20.94395955,,,,,,,,
-25.38013458,,,,,,,,
-22.5982666,,,,,,,,
-21.77206675,,,,,,,,
